년,월,국적지역,등록외국인 수
2023,05,홍콩거주난민,3
2023,05,세인트루시아,3
2023,05,몰디브,3
2023,05,리히텐슈타인,2
2023,05,교황청,2
2023,05,세이셸,2
2023,05,나우루,2
2023,05,나미비아,2
2023,05,벨리즈,2
2023,05,팔라우,2
2023,05,코모로,2
2023,05,키리바시,2
2023,05,영국해외영토시민,1
2023,05,영국외지시민,1
2023,05,세인트빈센트그레나딘,1
2023,05,수리남,1
2023,05,앤티카바부다,1
2023,05,지부티,1
2023,05,그레나다,1
2023,05,통가,1
2023,06,한국계중국인,240710
2023,06,베트남,215758
2023,06,중국,190321
2023,06,우즈베키스탄,52311
2023,06,네팔,51847
2023,06,캄보디아,49660
2023,06,필리핀,49009
2023,06,인도네시아,45287
2023,06,타이,36743
2023,06,미얀마,33618
2023,06,미국,31295
2023,06,몽골,30142
2023,06,일본,27162
2023,06,스리랑카,25744
2023,06,방글라데시,20991
2023,06,카자흐스탄,18527
2023,06,러시아(연방),18478
2023,06,타이완,17635
2023,06,파키스탄,12948
2023,06,인도,12725
2023,06,키르기즈,6140
2023,06,프랑스,5145
2023,06,영국,5093
2023,06,캐나다,4279
2023,06,남아프리카공화국,3811
2023,06,말레이시아,3785
2023,06,티모르민주공화국,3482
2023,06,라오스,3222
2023,06,우크라이나,3119
2023,06,튀르키예,2939
2023,06,독일,2817
2023,06,이집트,2536
2023,06,나이지리아,2527
2023,06,홍콩,2167
2023,06,오스트레일리아,1874
2023,06,시리아,1687
2023,06,모로코,1574
2023,06,브라질,1371
2023,06,이란,1268
2023,06,에티오피아,1222
2023,06,가나,1184
2023,06,예멘공화국,1139
2023,06,이탈리아,1037
2023,06,스페인,1015
2023,06,타지키스탄,923
2023,06,아프가니스탄,865
2023,06,멕시코,833
2023,06,카메룬,795
2023,06,싱가포르,771
2023,06,사우디아라비아,734
2023,06,뉴질랜드,728
2023,06,리비아,721
2023,06,네덜란드,655
2023,06,아일랜드,608
2023,06,콜롬비아,569
2023,06,우간다,553
2023,06,케냐,518
2023,06,폴란드,513
2023,06,요르단,500
2023,06,스웨덴,499
2023,06,튀니지,487
2023,06,페루,484
2023,06,라이베리아,473
2023,06,이라크,463
2023,06,아랍에미리트연합,443
2023,06,알제리,440
2023,06,탄자니아,424
2023,06,벨기에,398
2023,06,르완다,396
2023,06,스위스,328
2023,06,투르크메니스탄,320
2023,06,세네갈,320
2023,06,벨라루스,316
2023,06,수단,311
2023,06,아제르바이잔,306
2023,06,콩고민주공화국,281
2023,06,덴마크,281
2023,06,루마니아,280
2023,06,칠레,277
2023,06,노르웨이,271
2023,06,부룬디,268
2023,06,에콰도르,255
2023,06,핀란드,254
2023,06,오스트리아,254
2023,06,기니,250
2023,06,말리,242
2023,06,코트디부아르,221
2023,06,헝가리,214
2023,06,이스라엘,200
2023,06,체코,193
2023,06,그리스,193
2023,06,아르헨티나,189
2023,06,아이티,187
2023,06,베네수엘라,174
2023,06,포르투갈,165
2023,06,앙골라,144
2023,06,불가리아,136
2023,06,무국적,126
2023,06,감비아,126
2023,06,리투아니아,123
2023,06,마카오,113
2023,06,잠비아,105
2023,06,짐바브웨,105
2023,06,조지아,101
2023,06,크로아티아,90
2023,06,시에라리온,89
2023,06,브루나이,87
2023,06,가봉,82
2023,06,영국외지민,81
2023,06,팔레스타인,80
2023,06,파나마,80
2023,06,파라과이,77
2023,06,과테말라,76
2023,06,아르메니아,73
2023,06,코스타리카,70
2023,06,볼리비아,70
2023,06,라트비아,69
2023,06,슬로바크,69
2023,06,세르비아,66
2023,06,도미니카공화국,66
2023,06,엘살바도르,65
2023,06,쿠웨이트,53
2023,06,말라위,51
2023,06,몰도바,49
2023,06,온두라스,48
2023,06,카타르,47
2023,06,슬로베니아,47
2023,06,모잠비크,45
2023,06,부탄,44
2023,06,부르키나파소,44
2023,06,오만,43
2023,06,피지,42
2023,06,니카라과,41
2023,06,우루과이,40
2023,06,에스토니아,39
2023,06,쿠바,38
2023,06,토고,38
2023,06,국제연합,36
2023,06,레바논,36
2023,06,남수단공화국,31
2023,06,자메이카,31
2023,06,마다가스카르,29
2023,06,국적불명,28
2023,06,소말리아,28
2023,06,룩셈부르크,25
2023,06,트리니다드토바고,25
2023,06,콩고,25
2023,06,알바니아,22
2023,06,보츠와나,20
2023,06,키프로스,14
2023,06,가이아나,13
2023,06,바누아투,13
2023,06,바레인,13
2023,06,모리셔스,13
2023,06,베냉,13
2023,06,에리트레아,12
2023,06,기니비사우,12
2023,06,북마케도니아,11
2023,06,중앙아프리카공화국,11
2023,06,세인트크리스토퍼네비스,11
2023,06,아이슬란드,11
2023,06,차드,11
2023,06,적도기니,10
2023,06,모리타니,10
2023,06,마샬군도,8
2023,06,도미니카연방,8
2023,06,몬테네그로,8
2023,06,니제르,7
2023,06,보스니아-헤르체고비나,7
2023,06,바베이도스,6
2023,06,코소보,6
2023,06,몰타,6
2023,06,솔로몬군도,6
2023,06,에스와티니,6
2023,06,파푸아뉴기니,5
2023,06,레소토,5
2023,06,바하마,4
2023,06,홍콩거주난민,3
2023,06,세인트루시아,3
2023,06,몰디브,3
2023,06,세이셸,2
2023,06,나우루,2
2023,06,나미비아,2
2023,06,벨리즈,2
2023,06,팔라우,2
2023,06,코모로,2
2023,06,키리바시,2
2023,06,영국해외영토시민,1
2023,06,영국외지시민,1
2023,06,세인트빈센트그레나딘,1
2023,06,교황청,1
2023,06,수리남,1
2023,06,앤티카바부다,1
2023,06,지부티,1
2023,06,그레나다,1
2023,06,통가,1
2023,07,홍콩거주난민,3
2023,07,튀르키예,2920
2023,07,영국해외영토시민,1
2023,07,영국외지시민,1
2023,07,세인트빈센트그레나딘,1
2023,07,북마케도니아,10
2023,07,벨라루스,308
2023,07,마샬군도,8
2023,07,국제연합 전문기구,1
2023,07,국적불명,28
2023,07,교황청,1
2023,07,가이아나,11
2023,07,세이셸,2
2023,07,세인트루시아,1
2023,07,수리남,1
2023,07,앤티카바부다,1
2023,07,지부티,1
2023,07,그레나다,2
2023,07,나우루,2
2023,07,바베이도스,5
2023,07,통가,1
2023,07,파푸아뉴기니,5
2023,07,나미비아,2
2023,07,도미니카연방,7
2023,07,벨리즈,2
2023,07,팔라우,2
2023,07,몰디브,3
2023,07,코모로,6
2023,07,레소토,5
2023,07,바누아투,14
2023,07,코소보,5
2023,07,몬테네그로,9
2023,07,바하마,4
2023,07,적도기니,10
2023,07,니제르,7
2023,07,몰타,7
2023,07,보스니아-헤르체고비나,7
2023,07,중앙아프리카공화국,11
2023,07,솔로몬군도,6
2023,07,모리타니,10
2023,07,세인트크리스토퍼네비스,11
2023,07,아이슬란드,12
2023,07,에리트레아,12
2023,07,차드,11
2023,07,남수단공화국,30
2023,07,소말리아,28
2023,07,에스와티니,6
2023,07,키프로스,14
2023,07,바레인,13
2023,07,기니비사우,12
2023,07,룩셈부르크,24
2023,07,키리바시,2
2023,07,트리니다드토바고,25
2023,07,모리셔스,11
2023,07,알바니아,23
2023,07,카타르,45
2023,07,말라위,50
2023,07,보츠와나,20
2023,07,국제연합,35
2023,07,콩고,25
2023,07,우루과이,39
2023,07,베냉,13
2023,07,니카라과,41
2023,07,마다가스카르,27
2023,07,아이티,187
2023,07,부탄,44
2023,07,에스토니아,39
2023,07,레바논,35
2023,07,오만,44
2023,07,슬로베니아,46
2023,07,쿠바,38
2023,07,라트비아,68
2023,07,몰도바,49
2023,07,자메이카,31
2023,07,부르키나파소,43
2023,07,온두라스,48
2023,07,세르비아,65
2023,07,영국외지민,82
2023,07,토고,38
2023,07,슬로바크,67
2023,07,코스타리카,67
2023,07,조지아,102
2023,07,팔레스타인,84
2023,07,모잠비크,44
2023,07,파나마,80
2023,07,엘살바도르,64
2023,07,크로아티아,88
2023,07,아르메니아,74
2023,07,피지,42
2023,07,가봉,82
2023,07,브루나이,85
2023,07,도미니카공화국,67
2023,07,볼리비아,69
2023,07,시에라리온,91
2023,07,과테말라,78
2023,07,파라과이,79
2023,07,쿠웨이트,54
2023,07,리투아니아,118
2023,07,잠비아,104
2023,07,짐바브웨,107
2023,07,마카오,118
2023,07,부룬디,275
2023,07,무국적,128
2023,07,아르헨티나,186
2023,07,불가리아,131
2023,07,체코,166
2023,07,감비아,124
2023,07,포르투갈,155
2023,07,앙골라,143
2023,07,이스라엘,207
2023,07,코트디부아르,219
2023,07,베네수엘라,173
2023,07,헝가리,198
2023,07,칠레,277
2023,07,핀란드,218
2023,07,아제르바이잔,301
2023,07,루마니아,271
2023,07,오스트리아,231
2023,07,말리,244
2023,07,그리스,194
2023,07,콩고민주공화국,285
2023,07,덴마크,259
2023,07,에콰도르,256
2023,07,르완다,400
2023,07,스위스,288
2023,07,탄자니아,424
2023,07,수단,313
2023,07,기니,250
2023,07,노르웨이,250
2023,07,튀니지,513
2023,07,투르크메니스탄,329
2023,07,요르단,499
2023,07,이라크,465
2023,07,벨기에,367
2023,07,아프가니스탄,865
2023,07,페루,475
2023,07,세네갈,317
2023,07,케냐,520
2023,07,콜롬비아,552
2023,07,폴란드,478
2023,07,리비아,728
2023,07,스웨덴,475
2023,07,알제리,437
2023,07,우간다,553
2023,07,라이베리아,472
2023,07,타지키스탄,960
2023,07,아랍에미리트연합,433
2023,07,멕시코,787
2023,07,아일랜드,592
2023,07,네덜란드,565
2023,07,싱가포르,715
2023,07,스페인,933
2023,07,뉴질랜드,721
2023,07,브라질,1353
2023,07,카메룬,794
2023,07,이탈리아,1008
2023,07,에티오피아,1231
2023,07,사우디아라비아,728
2023,07,예멘공화국,1139
2023,07,라오스,3597
2023,07,이란,1268
2023,07,모로코,1581
2023,07,가나,1190
2023,07,시리아,1697
2023,07,오스트레일리아,1863
2023,07,홍콩,2166
2023,07,독일,2554
2023,07,티모르민주공화국,3533
2023,07,나이지리아,2529
2023,07,남아프리카공화국,3861
2023,07,이집트,2533
2023,07,우크라이나,3066
2023,07,프랑스,4727
2023,07,말레이시아,3845
2023,07,캐나다,4249
2023,07,영국,4989
2023,07,키르기즈,6228
2023,07,인도,12845
2023,07,파키스탄,13104
2023,07,러시아(연방),18919
2023,07,방글라데시,21326
2023,07,카자흐스탄,18689
2023,07,타이완,17585
2023,07,스리랑카,25874
2023,07,일본,27259
2023,07,몽골,30374
2023,07,미국,31090
2023,07,미얀마,34518
2023,07,타이,37117
2023,07,인도네시아,46227
2023,07,네팔,53860
2023,07,캄보디아,50530
2023,07,필리핀,49526
2023,07,우즈베키스탄,52660
2023,07,베트남,220149
2023,07,한국계중국인,240618
2023,07,중국,191742
2023,08,홍콩거주난민,3
2023,08,튀르키예,2877
2023,08,영국해외영토시민,1
2023,08,영국외지시민,2
2023,08,세인트빈센트그레나딘,1
2023,08,북마케도니아,10
2023,08,벨라루스,294
2023,08,마샬군도,8
2023,08,국제연합 전문기구,1
2023,08,국적불명,31
2023,08,교황청,1
2023,08,가이아나,10
2023,08,세이셸,1
2023,08,세인트루시아,1
2023,08,수리남,1
2023,08,앤티카바부다,1
2023,08,지부티,1
2023,08,그레나다,2
2023,08,나우루,2
2023,08,바베이도스,5
2023,08,통가,1
2023,08,파푸아뉴기니,5
2023,08,나미비아,2
2023,08,도미니카연방,7
2023,08,벨리즈,2
2023,08,팔라우,2
2023,08,몰디브,3
2023,08,코모로,5
2023,08,레소토,5
2023,08,바누아투,14
2023,08,코소보,5
2023,08,몬테네그로,7
2023,08,바하마,4
2023,08,적도기니,10
2023,08,니제르,7
2023,08,몰타,8
2023,08,보스니아-헤르체고비나,9
2023,08,중앙아프리카공화국,11
2023,08,솔로몬군도,6
2023,08,모리타니,10
2023,08,세인트크리스토퍼네비스,11
2023,08,아이슬란드,12
2023,08,에리트레아,12
2023,08,차드,11
2023,08,남수단공화국,30
2023,08,소말리아,27
2023,08,에스와티니,6
2023,08,키프로스,15
2023,08,바레인,10
2023,08,기니비사우,12
2023,08,룩셈부르크,23
2023,08,키리바시,2
2023,08,트리니다드토바고,24
2023,08,모리셔스,12
2023,08,알바니아,24
2023,08,카타르,46
2023,08,말라위,54
2023,08,보츠와나,20
2023,08,국제연합,35
2023,08,콩고,25
2023,08,우루과이,40
2023,08,베냉,13
2023,08,니카라과,39
2023,08,마다가스카르,27
2023,08,아이티,184
2023,08,부탄,42
2023,08,에스토니아,43
2023,08,레바논,35
2023,08,오만,60
2023,08,슬로베니아,46
2023,08,쿠바,45
2023,08,라트비아,65
2023,08,몰도바,48
2023,08,자메이카,29
2023,08,부르키나파소,44
2023,08,온두라스,44
2023,08,세르비아,65
2023,08,영국외지민,83
2023,08,토고,38
2023,08,슬로바크,74
2023,08,코스타리카,68
2023,08,조지아,101
2023,08,팔레스타인,86
2023,08,모잠비크,45
2023,08,파나마,79
2023,08,엘살바도르,57
2023,08,크로아티아,87
2023,08,아르메니아,74
2023,08,피지,33
2023,08,가봉,81
2023,08,브루나이,75
2023,08,도미니카공화국,66
2023,08,볼리비아,68
2023,08,시에라리온,89
2023,08,과테말라,76
2023,08,파라과이,85
2023,08,쿠웨이트,51
2023,08,리투아니아,118
2023,08,잠비아,102
2023,08,짐바브웨,101
2023,08,마카오,114
2023,08,부룬디,276
2023,08,무국적,126
2023,08,아르헨티나,184
2023,08,불가리아,133
2023,08,체코,153
2023,08,감비아,123
2023,08,포르투갈,150
2023,08,앙골라,136
2023,08,이스라엘,197
2023,08,코트디부아르,220
2023,08,베네수엘라,161
2023,08,헝가리,199
2023,08,칠레,269
2023,08,핀란드,208
2023,08,아제르바이잔,300
2023,08,루마니아,272
2023,08,오스트리아,214
2023,08,말리,246
2023,08,그리스,189
2023,08,콩고민주공화국,297
2023,08,덴마크,262
2023,08,에콰도르,247
2023,08,르완다,402
2023,08,스위스,258
2023,08,탄자니아,431
2023,08,수단,303
2023,08,기니,254
2023,08,노르웨이,245
2023,08,튀니지,530
2023,08,투르크메니스탄,326
2023,08,요르단,494
2023,08,이라크,466
2023,08,벨기에,356
2023,08,아프가니스탄,866
2023,08,페루,473
2023,08,세네갈,317
2023,08,케냐,534
2023,08,콜롬비아,549
2023,08,폴란드,463
2023,08,리비아,741
2023,08,스웨덴,465
2023,08,알제리,425
2023,08,우간다,562
2023,08,라이베리아,474
2023,08,타지키스탄,997
2023,08,아랍에미리트연합,423
2023,08,멕시코,772
2023,08,아일랜드,595
2023,08,네덜란드,549
2023,08,싱가포르,713
2023,08,스페인,915
2023,08,뉴질랜드,735
2023,08,브라질,1377
2023,08,카메룬,793
2023,08,이탈리아,975
2023,08,에티오피아,1238
2023,08,사우디아라비아,750
2023,08,예멘공화국,1146
2023,08,라오스,3618
2023,08,이란,1258
2023,08,모로코,1563
2023,08,가나,1183
2023,08,시리아,1710
2023,08,오스트레일리아,1875
2023,08,홍콩,2150
2023,08,독일,2502
2023,08,티모르민주공화국,3609
2023,08,나이지리아,2512
2023,08,남아프리카공화국,3879
2023,08,이집트,2555
2023,08,우크라이나,3045
2023,08,프랑스,4530
2023,08,말레이시아,3917
2023,08,캐나다,4297
2023,08,영국,4998
2023,08,키르기즈,6283
2023,08,인도,12893
2023,08,파키스탄,13198
2023,08,러시아(연방),19268
2023,08,방글라데시,21635
2023,08,카자흐스탄,18915
2023,08,타이완,17461
2023,08,스리랑카,26128
2023,08,일본,26848
2023,08,몽골,30395
2023,08,미국,31470
2023,08,미얀마,35627
2023,08,타이,37482
2023,08,인도네시아,46930
2023,08,네팔,55984
2023,08,캄보디아,51111
2023,08,필리핀,49683
2023,08,우즈베키스탄,52665
2023,08,베트남,222530
2023,08,한국계중국인,240306
2023,08,중국,192486
