년,월,국적지역,체류외국인 수
2022,11,소말리아,29
2022,11,솔로몬군도,9
2022,11,수단,357
2022,11,수리남,5
2022,11,스리랑카,24088
2022,11,스발바르,1
2022,11,스웨덴,1033
2022,11,스위스,768
2022,11,스페인,1881
2022,11,슬로바크,116
2022,11,슬로베니아,88
2022,11,시리아,1699
2022,11,시에라리온,97
2022,11,싱가포르,11921
2022,11,아랍에미리트연합,897
2022,11,아르메니아,74
2022,11,아르헨티나,565
2022,11,아이슬란드,21
2022,11,아이티,200
2022,11,아일랜드,807
2022,11,아제르바이잔,340
2022,11,아프가니스탄,896
2022,11,안도라,1
2022,11,알바니아,51
2022,11,알제리,527
2022,11,앙골라,162
2022,11,앤티카바부다,4
2022,11,에리트레아,16
2022,11,에스와티니,20
2022,11,에스토니아,90
2022,11,에콰도르,337
2022,11,에티오피아,1188
2022,11,엘살바도르,86
2022,11,영국,7877
2022,11,영국외지민,151
2022,11,영국외지시민,1
2022,11,예멘공화국,1138
2022,11,오만,98
2022,11,오스트레일리아,12212
2022,11,오스트리아,544
2022,11,온두라스,77
2022,11,요르단,634
2022,11,우간다,627
2022,11,우루과이,47
2022,11,우즈베키스탄,79019
2022,11,우크라이나,5167
2022,11,유고슬라비아,1
2022,11,이라크,676
2022,11,이란,2093
2022,11,이스라엘,392
2022,11,이집트,2963
2022,11,이탈리아,1862
2022,11,인도,15219
2022,11,인도네시아,46567
2022,11,일본,36728
2022,11,자메이카,62
2022,11,자이르,7
2022,11,잠비아,104
2022,11,적도기니,10
2022,11,조지아,122
2022,11,중국,243075
2022,11,중앙아프리카공화국,18
2022,11,지부티,4
2022,11,짐바브웨,139
2022,11,차드,12
2022,11,체코,403
2022,11,칠레,386
2022,11,카메룬,890
2022,11,카보베르데,1
2022,11,카자흐스탄,40968
2022,11,카타르,125
2022,11,캄보디아,47820
2022,11,캐나다,27520
2022,11,케냐,531
2022,11,코모로,3
2022,11,코소보,7
2022,11,코스타리카,125
2022,11,코트디부아르,243
2022,11,콜롬비아,690
2022,11,콩고,37
2022,11,콩고민주공화국,338
2022,11,쿠바,43
2022,11,쿠웨이트,103
2022,11,크로아티아,148
2022,11,키르기즈,8655
2022,11,키리바시,4
2022,11,키프로스,29
2022,11,태국,191316
2022,11,타이완,22226
2022,11,타지키스탄,2368
2022,11,탄자니아,501
2022,11,토고,44
2022,11,통가,5
2022,11,투르크메니스탄,525
2022,11,투발루,1
2022,11,튀니지,401
2022,11,튀르키예,3986
2022,11,트리니다드토바고,31
2022,11,티모르민주공화국,3321
2022,11,파나마,100
2022,11,파라과이,221
2022,11,파키스탄,14291
2022,11,파푸아뉴기니,25
2022,11,팔라우,10
2022,11,팔레스타인,96
2022,11,페루,900
2022,11,포르투갈,307
2022,11,폴란드,870
2022,11,프랑스,7554
2022,11,피지,92
2022,11,핀란드,440
2022,11,필리핀,54960
2022,11,한국계중국인,605117
2022,11,헝가리,307
2022,11,홍콩,5307
2022,11,홍콩거주난민,17
2022,12,가나,1474
2022,12,가봉,92
2022,12,가이아나,12
2022,12,감비아,140
2022,12,과테말라,133
2022,12,교황청,2
2022,12,국제연합,51
2022,12,그레나다,13
2022,12,그리스,379
2022,12,기니,265
2022,12,기니비사우,18
2022,12,나미비아,2
2022,12,나우루,6
2022,12,나이지리아,2914
2022,12,남수단공화국,31
2022,12,남아프리카공화국,3786
2022,12,네덜란드,1482
2022,12,네팔,47865
2022,12,노르웨이,510
2022,12,뉴질랜드,5865
2022,12,니제르,9
2022,12,니카라과,51
2022,12,덴마크,559
2022,12,도미니카공화국,116
2022,12,도미니카연방,21
2022,12,독일,5912
2022,12,라오스,2743
2022,12,라이베리아,530
2022,12,라트비아,102
2022,12,러시아(연방),56995
2022,12,레바논,49
2022,12,레소토,6
2022,12,루마니아,386
2022,12,룩셈부르크,48
2022,12,르완다,375
2022,12,리비아,857
2022,12,리투아니아,159
2022,12,리히텐슈타인,3
2022,12,마다가스카르,34
2022,12,마샬군도,27
2022,12,마카오,161
2022,12,말라위,45
2022,12,말레이시아,9528
2022,12,말리,262
2022,12,멕시코,1423
2022,12,모로코,1758
2022,12,모리셔스,40
2022,12,모리타니,16
2022,12,모잠비크,57
2022,12,몬테네그로,16
2022,12,몰도바,59
2022,12,몰디브,3
2022,12,몰타,23
2022,12,몽골,53038
2022,12,무국적,172
2022,12,미국,156562
2022,12,미등록국가,52
2022,12,미얀마,33275
2022,12,미이크로네시아,8
2022,12,바누아투,21
2022,12,바레인,22
2022,12,바베이도스,9
2022,12,바하마,7
2022,12,방글라데시,21928
2022,12,베냉,26
2022,12,베네수엘라,239
2022,12,베트남,235007
2022,12,벨기에,725
2022,12,벨로루시,381
2022,12,벨리즈,10
2022,12,보스니아-헤르체고비나,15
2022,12,보츠와나,24
2022,12,볼리비아,99
2022,12,부룬디,215
2022,12,부르키나파소,49
2022,12,부탄,48
2022,12,북마케도니아,15
2022,12,불가리아,172
2022,12,브라질,2335
2022,12,브루나이,336
2022,12,사모아,7
2022,12,사우디아라비아,1104
2022,12,산마리노,2
2022,12,상투메프린시페,2
2022,12,세네갈,338
2022,12,세르비아,91
2022,12,세르비아몬테네그로,1
2022,12,세이셸,3
2022,12,세인트루시아,5
2022,12,세인트빈센트그레나딘,1
2022,12,세인트크리스토퍼네비스,32
2022,12,소말리아,29
2022,12,솔로몬군도,9
2022,12,수단,346
2022,12,수리남,7
2022,12,스리랑카,24912
2022,12,스발바르,1
2022,12,스웨덴,981
2022,12,스위스,792
2022,12,스페인,1745
2022,12,슬로바크,106
2022,12,슬로베니아,75
2022,12,시리아,1690
2022,12,시에라리온,96
2022,12,싱가포르,11178
2022,12,아랍에미리트연합,1035
2022,12,아르메니아,74
2022,12,아르헨티나,598
2022,12,아이슬란드,29
2022,12,아이티,201
2022,12,아일랜드,804
2022,12,아제르바이잔,328
2022,12,아프가니스탄,908
2022,12,안도라,1
2022,12,알바니아,54
2022,12,알제리,498
2022,12,앙골라,158
2022,12,앤티카바부다,3
2022,12,에리트레아,16
2022,12,에스와티니,20
2022,12,에스토니아,84
2022,12,에콰도르,326
2022,12,에티오피아,1167
2022,12,엘살바도르,78
2022,12,영국,8149
2022,12,영국외지민,194
2022,12,영국외지시민,1
2022,12,예멘공화국,1147
2022,12,오만,88
2022,12,오스트레일리아,17819
2022,12,오스트리아,493
2022,12,온두라스,81
2022,12,요르단,602
2022,12,우간다,611
2022,12,우루과이,58
2022,12,우즈베키스탄,79136
2022,12,우크라이나,5205
2022,12,유고슬라비아,1
2022,12,이라크,619
2022,12,이란,2038
2022,12,이스라엘,303
2022,12,이집트,2910
2022,12,이탈리아,1763
2022,12,인도,14419
2022,12,인도네시아,50841
2022,12,일본,46741
2022,12,자메이카,59
2022,12,자이르,7
2022,12,잠비아,104
2022,12,적도기니,10
2022,12,조지아,122
2022,12,중국,246897
2022,12,중앙아프리카공화국,14
2022,12,지부티,4
2022,12,짐바브웨,130
2022,12,차드,11
2022,12,체코,271
2022,12,칠레,423
2022,12,카메룬,878
2022,12,카보베르데,1
2022,12,카자흐스탄,41840
2022,12,카타르,86
2022,12,캄보디아,49240
2022,12,캐나다,27705
2022,12,케냐,531
2022,12,코모로,3
2022,12,코소보,5
2022,12,코스타리카,119
2022,12,코트디부아르,225
2022,12,콜롬비아,722
2022,12,콩고,36
2022,12,콩고민주공화국,297
2022,12,쿠바,44
2022,12,쿠웨이트,99
2022,12,크로아티아,139
2022,12,키르기즈,8696
2022,12,키프로스,28
2022,12,타이완,25417
2022,12,타지키스탄,1939
2022,12,탄자니아,473
2022,12,태국,201681
2022,12,토고,44
2022,12,통가,6
2022,12,투르크메니스탄,574
2022,12,튀니지,449
2022,12,튀르키예,3921
2022,12,트리니다드토바고,29
2022,12,티모르민주공화국,3367
2022,12,파나마,94
2022,12,파라과이,223
2022,12,파키스탄,14460
2022,12,파푸아뉴기니,18
2022,12,팔라우,8
2022,12,팔레스타인,86
2022,12,페루,888
2022,12,포르투갈,291
2022,12,폴란드,736
2022,12,프랑스,7231
2022,12,피지,91
2022,12,핀란드,397
2022,12,필리핀,57452
2022,12,한국계중국인,602907
2022,12,헝가리,293
2022,12,홍콩,8717
2022,12,홍콩거주난민,17
2023,01,가나,1471
2023,01,가봉,91
2023,01,가이아나,11
2023,01,감비아,140
2023,01,과테말라,130
2023,01,교황청,2
2023,01,국제연합,53
2023,01,그레나다,1
2023,01,그리스,285
2023,01,기니,264
2023,01,기니비사우,18
2023,01,나미비아,2
2023,01,나우루,5
2023,01,나이지리아,2859
2023,01,남수단공화국,30
2023,01,남아프리카공화국,3585
2023,01,네덜란드,1031
2023,01,네팔,47381
2023,01,노르웨이,454
2023,01,뉴질랜드,4190
2023,01,니제르,8
2023,01,니카라과,51
2023,01,덴마크,448
2023,01,도미니카공화국,100
2023,01,도미니카연방,16
2023,01,독일,4673
2023,01,라오스,2728
2023,01,라이베리아,528
2023,01,라트비아,112
2023,01,러시아(연방),56702
2023,01,레바논,45
2023,01,레소토,8
2023,01,루마니아,355
2023,01,룩셈부르크,37
2023,01,르완다,380
2023,01,리비아,842
2023,01,리투아니아,131
2023,01,리히텐슈타인,1
2023,01,마다가스카르,31
2023,01,마샬군도,22
2023,01,마카오,123
2023,01,말라위,48
2023,01,말레이시아,6113
2023,01,말리,262
2023,01,멕시코,1183
2023,01,모로코,1690
2023,01,모리셔스,31
2023,01,모리타니,17
2023,01,모잠비크,51
2023,01,몬테네그로,13
2023,01,몰도바,53
2023,01,몰디브,3
2023,01,몰타,19
2023,01,몽골,52572
2023,01,무국적,163
2023,01,미국,146247
2023,01,미국인근섬,1
2023,01,미등록국가,49
2023,01,미얀마,32766
2023,01,미이크로네시아,11
2023,01,바누아투,21
2023,01,바레인,19
2023,01,바베이도스,8
2023,01,바하마,5
2023,01,방글라데시,21763
2023,01,베냉,25
2023,01,베네수엘라,225
2023,01,베트남,230224
2023,01,벨기에,584
2023,01,벨로루시,386
2023,01,벨리즈,6
2023,01,보스니아-헤르체고비나,12
2023,01,보츠와나,24
2023,01,볼리비아,88
2023,01,부룬디,217
2023,01,부르키나파소,51
2023,01,부탄,45
2023,01,북마케도니아,13
2023,01,불가리아,169
2023,01,브라질,2022
2023,01,브루나이,123
2023,01,사모아,5
2023,01,사우디아라비아,1018
2023,01,산마리노,2
2023,01,상투메프린시페,2
2023,01,세네갈,339
2023,01,세르비아,78
2023,01,세르비아몬테네그로,1
2023,01,세이셸,3
2023,01,세인트루시아,4
2023,01,세인트빈센트그레나딘,1
2023,01,세인트크리스토퍼네비스,21
2023,01,소말리아,30
2023,01,솔로몬군도,9
2023,01,수단,343
2023,01,수리남,6
2023,01,스리랑카,25059
2023,01,스발바르,1
2023,01,스웨덴,790
2023,01,스위스,604
2023,01,스페인,1474
2023,01,슬로바크,102
2023,01,슬로베니아,67
2023,01,시리아,1680
2023,01,시에라리온,97
2023,01,싱가포르,1607
2023,01,아랍에미리트연합,697
2023,01,아르메니아,74
2023,01,아르헨티나,532
2023,01,아이슬란드,13
2023,01,아이티,202
2023,01,아일랜드,729
2023,01,아제르바이잔,312
2023,01,아프가니스탄,908
2023,01,안도라,1
2023,01,알바니아,42
2023,01,알제리,491
2023,01,앙골라,154
2023,01,앤티카바부다,2
2023,01,에리트레아,16
2023,01,에스와티니,20
2023,01,에스토니아,57
2023,01,에콰도르,318
2023,01,에티오피아,1176
2023,01,엘살바도르,69
2023,01,영국,7117
2023,01,영국외지민,102
2023,01,영국외지시민,2
2023,01,예멘공화국,1148
2023,01,오만,70
2023,01,오스트레일리아,10392
2023,01,오스트리아,429
2023,01,온두라스,77
2023,01,요르단,574
2023,01,우간다,608
2023,01,우루과이,49
2023,01,우즈베키스탄,79078
2023,01,우크라이나,5169
2023,01,유고슬라비아,1
2023,01,이라크,607
2023,01,이란,1994
2023,01,이스라엘,271
2023,01,이집트,2828
2023,01,이탈리아,1369
2023,01,인도,13835
2023,01,인도네시아,45533
2023,01,일본,31523
2023,01,자메이카,57
2023,01,자이르,7
2023,01,잠비아,105
2023,01,적도기니,10
2023,01,조지아,114
2023,01,중국,242463
2023,01,중앙아프리카공화국,14
2023,01,지부티,4
2023,01,짐바브웨,130
2023,01,차드,11
2023,01,체코,246
2023,01,칠레,425
2023,01,카메룬,879
2023,01,카보베르데,1
2023,01,카자흐스탄,41904
2023,01,카타르,56
2023,01,캄보디아,49049
2023,01,캐나다,25673
2023,01,케냐,535
2023,01,코모로,3
2023,01,코소보,5
2023,01,코스타리카,112
2023,01,코트디부아르,226
2023,01,콜롬비아,640
2023,01,콩고,38
2023,01,콩고민주공화국,300
2023,01,쿠바,42
2023,01,쿠웨이트,71
2023,01,크로아티아,110
2023,01,키르기즈,8650
2023,01,키프로스,28
2023,01,태국,195569
2023,01,타이완,20313
2023,01,타지키스탄,1878
2023,01,탄자니아,473
2023,01,토고,44
2023,01,통가,5
2023,01,투르크메니스탄,597
2023,01,튀니지,432
2023,01,튀르키예,3762
2023,01,트리니다드토바고,27
2023,01,티모르민주공화국,3433
2023,01,파나마,94
2023,01,파라과이,215
2023,01,파키스탄,14314
2023,01,파푸아뉴기니,16
2023,01,팔라우,7
2023,01,팔레스타인,83
2023,01,페루,906
2023,01,포르투갈,230
2023,01,폴란드,690
2023,01,프랑스,6114
2023,01,피지,87
2023,01,핀란드,283
2023,01,필리핀,53369
2023,01,한국계중국인,599818
2023,01,헝가리,256
2023,01,홍콩,3042
2023,01,홍콩거주난민,16
2023,02,가나,1474
2023,02,가봉,92
2023,02,가이아나,14
2023,02,감비아,139
2023,02,과테말라,126
2023,02,교황청,2
2023,02,국제연합,56
2023,02,그레나다,3
2023,02,그리스,265
2023,02,기니,260
2023,02,기니비사우,17
2023,02,나미비아,2
2023,02,나우루,5
2023,02,나이지리아,2871
2023,02,남수단공화국,30
2023,02,남아프리카공화국,3771
2023,02,네덜란드,1200
2023,02,네팔,48286
2023,02,노르웨이,474
2023,02,뉴질랜드,3929
2023,02,니제르,9
2023,02,니카라과,53
2023,02,덴마크,490
2023,02,도미니카공화국,111
2023,02,도미니카연방,17
2023,02,독일,5407
2023,02,라오스,2983
2023,02,라이베리아,531
2023,02,라트비아,101
2023,02,러시아(연방),57505
2023,02,레바논,49
2023,02,레소토,7
2023,02,루마니아,348
2023,02,룩셈부르크,41
2023,02,르완다,390
2023,02,리비아,837
2023,02,리투아니아,167
2023,02,리히텐슈타인,2
2023,02,마다가스카르,34
2023,02,마샬군도,24
2023,02,마카오,134
2023,02,말라위,56
2023,02,말레이시아,6257
2023,02,말리,262
2023,02,멕시코,1290
2023,02,모로코,1737
2023,02,모리셔스,28
2023,02,모리타니,17
2023,02,모잠비크,54
2023,02,몬테네그로,11
2023,02,몰도바,64
2023,02,몰디브,9
2023,02,몰타,17
2023,02,몽골,51396
2023,02,무국적,167
2023,02,미국,147624
2023,02,미등록국가,47
2023,02,미얀마,33081
2023,02,미이크로네시아,11
2023,02,바누아투,22
2023,02,바레인,19
2023,02,바베이도스,10
2023,02,바하마,5
2023,02,방글라데시,22225
2023,02,베냉,25
2023,02,베네수엘라,222
2023,02,베트남,232412
2023,02,벨기에,625
2023,02,벨로루시,411
2023,02,벨리즈,6
2023,02,보스니아-헤르체고비나,10
2023,02,보츠와나,23
2023,02,볼리비아,92
2023,02,부룬디,239
2023,02,부르키나파소,52
2023,02,부탄,41
2023,02,북마케도니아,15
2023,02,불가리아,167
2023,02,브라질,2057
2023,02,브루나이,165
2023,02,사모아,5
2023,02,사우디아라비아,1004
2023,02,산마리노,2
2023,02,상투메프린시페,2
2023,02,세네갈,340
2023,02,세르비아,83
2023,02,세르비아몬테네그로,1
2023,02,세이셸,3
2023,02,세인트루시아,5
2023,02,세인트빈센트그레나딘,1
2023,02,세인트크리스토퍼네비스,20
2023,02,소말리아,32
2023,02,솔로몬군도,9
2023,02,수단,349
2023,02,수리남,5
2023,02,스리랑카,25600
2023,02,스발바르,1
2023,02,스웨덴,847
2023,02,스위스,627
2023,02,스페인,1672
2023,02,슬로바크,95
2023,02,슬로베니아,64
2023,02,시리아,1693
2023,02,시에라리온,99
2023,02,싱가포르,1671
2023,02,아랍에미리트연합,648
2023,02,아르메니아,74
2023,02,아르헨티나,522
2023,02,아이슬란드,11
2023,02,아이티,199
2023,02,아일랜드,726
2023,02,아제르바이잔,351
2023,02,아프가니스탄,905
2023,02,안도라,3
2023,02,알바니아,44
2023,02,알제리,501
2023,02,앙골라,155
2023,02,앤티카바부다,3
2023,02,에리트레아,14
2023,02,에스와티니,20
2023,02,에스토니아,58
2023,02,에콰도르,316
2023,02,에티오피아,1201
2023,02,엘살바도르,77
2023,02,영국,7107
2023,02,영국속령지시민,3
2023,02,영국외지민,93
2023,02,영국외지시민,1
2023,02,예멘공화국,1155
2023,02,오만,65
2023,02,오스트레일리아,9425
2023,02,오스트리아,440
2023,02,온두라스,74
2023,02,요르단,606
2023,02,우간다,602
2023,02,우루과이,56
2023,02,우즈베키스탄,79904
2023,02,우크라이나,5199
2023,02,유고슬라비아,1
2023,02,이라크,569
2023,02,이란,2005
2023,02,이스라엘,266
2023,02,이집트,2849
2023,02,이탈리아,1510
2023,02,인도,13774
2023,02,인도네시아,46854
2023,02,일본,31500
2023,02,자메이카,54
2023,02,자이르,7
2023,02,잠비아,112
2023,02,적도기니,11
2023,02,조지아,115
2023,02,중국,245471
2023,02,중앙아프리카공화국,15
2023,02,지부티,4
2023,02,짐바브웨,132
2023,02,차드,11
2023,02,체코,303
2023,02,칠레,351
2023,02,카메룬,871
2023,02,카보베르데,1
2023,02,카자흐스탄,42203
2023,02,카타르,65
2023,02,캄보디아,49386
2023,02,캐나다,25760
2023,02,케냐,544
2023,02,코모로,3
2023,02,코소보,7
2023,02,코스타리카,115
2023,02,코트디부아르,225
2023,02,콜롬비아,689
2023,02,콩고,37
2023,02,콩고민주공화국,301
2023,02,쿠바,40
2023,02,쿠웨이트,66
2023,02,크로아티아,121
2023,02,키르기즈,8794
2023,02,키프로스,28
2023,02,태국,198309
2023,02,타이완,19331
2023,02,타지키스탄,2043
2023,02,탄자니아,486
2023,02,토고,44
2023,02,통가,5
2023,02,투르크메니스탄,629
2023,02,튀니지,468
2023,02,튀르키예,3747
2023,02,트리니다드토바고,28
2023,02,티모르민주공화국,3531
2023,02,파나마,96
2023,02,파라과이,220
2023,02,파키스탄,14501
2023,02,파푸아뉴기니,14
2023,02,팔라우,10
2023,02,팔레스타인,92
2023,02,페루,907
2023,02,포르투갈,241
2023,02,폴란드,727
2023,02,프랑스,7199
2023,02,피지,86
2023,02,핀란드,401
2023,02,필리핀,53942
2023,02,한국계중국인,598932
2023,02,헝가리,278
2023,02,홍콩,2891
2023,02,홍콩거주난민,15
2023,03,가나,1513
2023,03,가봉,100
2023,03,가이아나,14
2023,03,감비아,139
2023,03,과테말라,146
2023,03,교황청,2
2023,03,국제연합,75
2023,03,그레나다,4
2023,03,그리스,398
2023,03,기니,263
2023,03,기니비사우,18
2023,03,나미비아,8
2023,03,나우루,5
2023,03,나이지리아,2923
2023,03,남수단공화국,30
2023,03,남아프리카공화국,3972
2023,03,네덜란드,1769
2023,03,네팔,50533
2023,03,노르웨이,855
2023,03,뉴질랜드,4635
2023,03,니제르,10
2023,03,니카라과,55
2023,03,덴마크,981
2023,03,도미니카공화국,133
2023,03,도미니카연방,21
2023,03,독일,8162
2023,03,라오스,3382
2023,03,라이베리아,535
2023,03,라트비아,147
2023,03,러시아(연방),61017
2023,03,레바논,55
2023,03,레소토,7
2023,03,루마니아,544
2023,03,룩셈부르크,73
2023,03,르완다,429
2023,03,리비아,835
2023,03,리투아니아,264
2023,03,리히텐슈타인,3
2023,03,마다가스카르,37
2023,03,마샬군도,24
2023,03,마카오,307
2023,03,말라위,57
2023,03,말레이시아,10000
2023,03,말리,263
2023,03,멕시코,1623
2023,03,모나코,1
2023,03,모로코,1763
2023,03,모리셔스,31
2023,03,모리타니,15
2023,03,모잠비크,56
2023,03,몬테네그로,15
2023,03,몰도바,67
2023,03,몰디브,5
2023,03,몰타,38
2023,03,몽골,55607
2023,03,무국적,168
2023,03,미국,168486
2023,03,미등록국가,49
2023,03,미얀마,34080
2023,03,미이크로네시아,12
2023,03,바누아투,23
2023,03,바레인,22
2023,03,바베이도스,10
2023,03,바하마,8
2023,03,방글라데시,23228
2023,03,베냉,24
2023,03,베네수엘라,246
2023,03,베트남,247391
2023,03,벨기에,899
2023,03,벨라루스,422
2023,03,벨리즈,7
2023,03,보스니아-헤르체고비나,13
2023,03,보츠와나,24
2023,03,볼리비아,102
2023,03,부룬디,276
2023,03,부르키나파소,54
2023,03,부탄,46
2023,03,북마케도니아,23
2023,03,불가리아,243
2023,03,브라질,2409
2023,03,브루나이,204
2023,03,사모아,6
2023,03,사우디아라비아,939
2023,03,산마리노,2
2023,03,상투메프린시페,2
2023,03,세네갈,344
2023,03,세르비아,115
2023,03,세르비아몬테네그로,1
2023,03,세이셸,3
2023,03,세인트루시아,6
2023,03,세인트빈센트그레나딘,2
2023,03,세인트크리스토퍼네비스,30
2023,03,소말리아,31
2023,03,솔로몬군도,12
2023,03,수단,361
2023,03,수리남,5
2023,03,스리랑카,26554
2023,03,스발바르,1
2023,03,스웨덴,1237
2023,03,스위스,1117
2023,03,스페인,2223
2023,03,슬로바크,180
2023,03,슬로베니아,89
2023,03,시리아,1733
2023,03,시에라리온,100
2023,03,싱가포르,10297
2023,03,아랍에미리트연합,706
2023,03,아르메니아,81
2023,03,아르헨티나,652
2023,03,아이슬란드,20
2023,03,아이티,203
2023,03,아일랜드,925
2023,03,아제르바이잔,362
2023,03,아프가니스탄,904
2023,03,안도라,1
2023,03,알바니아,51
2023,03,알제리,487
2023,03,앙골라,168
2023,03,앤티카바부다,6
2023,03,에리트레아,16
2023,03,에스와티니,16
2023,03,에스토니아,131
2023,03,에콰도르,361
2023,03,에티오피아,1265
2023,03,엘살바도르,78
2023,03,영국,9946
2023,03,영국외지민,200
2023,03,영국외지시민,2
2023,03,영국해외영토시민,1
2023,03,예멘공화국,1166
2023,03,오만,68
2023,03,오스트레일리아,13549
2023,03,오스트리아,691
2023,03,온두라스,88
2023,03,요르단,607
2023,03,우간다,614
2023,03,우루과이,72
2023,03,우즈베키스탄,81567
2023,03,우크라이나,5333
2023,03,유고슬라비아,1
2023,03,이라크,617
2023,03,이란,2081
2023,03,이스라엘,729
2023,03,이집트,2897
2023,03,이탈리아,2135
2023,03,인도,15250
2023,03,인도네시아,50287
2023,03,일본,46417
2023,03,자메이카,55
2023,03,자이르,7
2023,03,잠비아,120
2023,03,적도기니,12
2023,03,조지아,131
2023,03,중국,262405
2023,03,중앙아프리카공화국,15
2023,03,지부티,4
2023,03,짐바브웨,134
2023,03,차드,11
2023,03,체코,422
2023,03,칠레,468
2023,03,카메룬,874
2023,03,카보베르데,2
2023,03,카자흐스탄,43219
2023,03,카타르,63
2023,03,캄보디아,50482
2023,03,캐나다,29094
2023,03,케냐,582
2023,03,코모로,8
2023,03,코소보,7
2023,03,코스타리카,137
2023,03,코트디부아르,230
2023,03,콜롬비아,810
2023,03,콩고,35
2023,03,콩고민주공화국,303
2023,03,쿠바,40
2023,03,쿠웨이트,71
2023,03,크로아티아,156
2023,03,키르기즈,9113
2023,03,키리바시,4
2023,03,키프로스,44
2023,03,타이완,35956
2023,03,타지키스탄,2280
2023,03,탄자니아,494
2023,03,태국,208288
2023,03,토고,44
2023,03,통가,5
2023,03,투르크메니스탄,707
2023,03,투발루,6
2023,03,튀니지,528
2023,03,튀르키예,3994
2023,03,트리니다드토바고,28
2023,03,티모르민주공화국,3620
2023,03,파나마,111
2023,03,파라과이,231
2023,03,파키스탄,14941
2023,03,파푸아뉴기니,18
2023,03,팔라우,9
2023,03,팔레스타인,89
2023,03,페루,951
2023,03,포르투갈,379
2023,03,폴란드,1084
2023,03,프랑스,9365
2023,03,피지,104
2023,03,핀란드,589
2023,03,필리핀,59449
2023,03,한국계중국인,605529
2023,03,헝가리,409
2023,03,홍콩,8740
2023,03,홍콩거주난민,16
2023,04,가나,1498
2023,04,가봉,97
2023,04,가이아나,14
2023,04,감비아,136
2023,04,과테말라,140
2023,04,교황청,2
2023,04,국제연합,71
2023,04,그레나다,4
2023,04,그리스,322
2023,04,기니,264
2023,04,기니비사우,17
2023,04,나미비아,4
2023,04,나우루,5
2023,04,나이지리아,2901
2023,04,남수단공화국,30
2023,04,남아프리카공화국,4083
2023,04,네덜란드,2556
2023,04,네팔,51484
2023,04,노르웨이,580
2023,04,뉴질랜드,4720
2023,04,니제르,9
2023,04,니카라과,58
2023,04,덴마크,643
2023,04,도미니카공화국,119
2023,04,도미니카연방,22
2023,04,독일,7168
2023,04,라오스,3806
2023,04,라이베리아,537
2023,04,라트비아,139
2023,04,러시아(연방),62456
2023,04,레바논,54
2023,04,레소토,7
2023,04,루마니아,487
2023,04,룩셈부르크,66
2023,04,르완다,414
2023,04,리비아,887
2023,04,리투아니아,218
2023,04,리히텐슈타인,3
2023,04,마다가스카르,34
2023,04,마샬군도,26
2023,04,마카오,267
2023,04,말라위,86
2023,04,말레이시아,10683
2023,04,말리,265
2023,04,멕시코,1517
2023,04,모로코,1794
2023,04,모리셔스,35
2023,04,모리타니,17
2023,04,모잠비크,53
2023,04,몬테네그로,15
2023,04,몰도바,68
2023,04,몰디브,11
2023,04,몰타,28
2023,04,몽골,55329
2023,04,무국적,168
2023,04,미국,169653
2023,04,미등록국가,45
2023,04,미얀마,34101
2023,04,미이크로네시아,16
2023,04,바누아투,33
2023,04,바레인,44
2023,04,바베이도스,9
2023,04,바하마,10
2023,04,방글라데시,23610
2023,04,베냉,23
2023,04,베네수엘라,240
2023,04,베트남,256750
2023,04,벨기에,999
2023,04,벨라루스,421
2023,04,벨리즈,7
2023,04,보스니아-헤르체고비나,17
2023,04,보츠와나,28
2023,04,볼리비아,96
2023,04,부룬디,279
2023,04,부르키나파소,52
2023,04,부탄,47
2023,04,북마케도니아,26
2023,04,불가리아,281
2023,04,브라질,2466
2023,04,브루나이,226
2023,04,사모아,12
2023,04,사우디아라비아,1281
2023,04,산마리노,2
2023,04,상투메프린시페,2
2023,04,세네갈,338
2023,04,세르비아,131
2023,04,세르비아몬테네그로,1
2023,04,세이셸,3
2023,04,세인트루시아,6
2023,04,세인트빈센트그레나딘,3
2023,04,세인트크리스토퍼네비스,31
2023,04,소말리아,32
2023,04,솔로몬군도,14
2023,04,수단,347
2023,04,수리남,6
2023,04,스리랑카,26780
2023,04,스발바르,1
2023,04,스웨덴,1094
2023,04,스위스,1258
2023,04,스페인,1960
2023,04,슬로바크,143
2023,04,슬로베니아,90
2023,04,시리아,1725
2023,04,시에라리온,109
2023,04,싱가포르,7325
2023,04,아랍에미리트연합,770
2023,04,아르메니아,85
2023,04,아르헨티나,624
2023,04,아이슬란드,26
2023,04,아이티,205
2023,04,아일랜드,870
2023,04,아제르바이잔,356
2023,04,아프가니스탄,902
2023,04,안도라,7
2023,04,알바니아,58
2023,04,알제리,502
2023,04,앙골라,155
2023,04,앤티카바부다,6
2023,04,에리트레아,14
2023,04,에스와티니,15
2023,04,에스토니아,99
2023,04,에콰도르,365
2023,04,에티오피아,1262
2023,04,엘살바도르,86
2023,04,영국,9261
2023,04,영국외지민,148
2023,04,영국외지시민,1
2023,04,영국해외영토시민,1
2023,04,예멘공화국,1170
2023,04,오만,81
2023,04,오스트레일리아,13044
2023,04,오스트리아,627
2023,04,온두라스,87
2023,04,요르단,587
2023,04,우간다,603
2023,04,우루과이,68
2023,04,우즈베키스탄,81972
2023,04,우크라이나,5314
2023,04,유고슬라비아,1
2023,04,이라크,595
2023,04,이란,2031
2023,04,이스라엘,663
2023,04,이집트,2871
2023,04,이탈리아,2146
2023,04,인도,15015
2023,04,인도네시아,50751
